,OBJECTID,Reference,Sampling_Date,Latitude,Longitude,Gear,Scientificname,Commonname,TotalNum,avg_size,min_size,max_size,ExDate
12313,2324953,TBM2006091103,2006-09-19 20:00:00,28.0228,-82.686767,20,Farfantepenaeus duorarum,Pink Shrimp,3,10,8,13,2018-04-12 06:30:21
12314,2324954,TBM2006091106,2006-09-19 20:00:00,27.985933,-82.610883,20,Achirus lineatus,Lined Sole,1,21,21,21,2018-04-12 06:30:21
12315,2324955,TBM2006091106,2006-09-19 20:00:00,27.985933,-82.610883,20,Bagre marinus,Gafftopsail Catfish,1,418,418,418,2018-04-12 06:30:21
12316,2324957,TBM2006091108,2006-09-19 20:00:00,27.864283,-82.596433,20,Oligoplites saurus,Leatherjacket,6,67,54,80,2018-04-12 06:30:21
12317,2325065,TBM2006100102,2006-10-01 20:00:00,27.935217,-82.53555,20,Cynoscion nebulosus,Spotted Seatrout,6,86,72,122,2018-04-12 06:30:22
12318,2325066,TBM2006100103,2006-10-01 20:00:00,27.92455,-82.5315,20,Strongylura notata,Redfin Needlefish,2,175,174,176,2018-04-12 06:30:22
12319,2325067,TBM2006100104,2006-10-01 20:00:00,27.93775,-82.601,300,Ariopsis felis,Hardhead Catfish,1,260,260,260,2018-04-12 06:30:22
12320,2325068,TBM2006100105,2006-10-01 20:00:00,27.948,-82.673617,300,Eucinostomus gula,Silver Jenny,1,48,48,48,2018-04-12 06:30:22
12321,2325069,TBM2006100105,2006-10-01 20:00:00,27.948,-82.673617,300,Farfantepenaeus duorarum,Pink Shrimp,8,12,7,19,2018-04-12 06:30:22
12322,2325070,TBM2006100105,2006-10-01 20:00:00,27.948,-82.673617,300,Microgobius thalassinus,Green Goby,2,23,22,24,2018-04-12 06:30:31
12323,2325071,TBM2006100106,2006-10-01 20:00:00,27.96335,-82.68325,20,Menidia spp.,Menidia Silversides,106,52,46,65,2018-04-12 06:30:31
12324,2323743,TBM2002090205,2002-09-02 20:00:00,27.9981,-82.660583,20,Microgobius gulosus,Clown Goby,1,26,26,26,2018-04-12 06:48:23
12325,2323744,TBM2002090207,2002-09-02 20:00:00,27.98995,-82.61675,20,Eucinostomus harengulus,Tidewater Mojarra,1,94,94,94,2018-04-12 06:48:23
12326,2323745,TBM2002090207,2002-09-02 20:00:00,27.98995,-82.61675,20,Syngnathus scovelli,Gulf Pipefish,2,87,81,93,2018-04-12 06:48:23
12327,2323755,TBM2002090402,2002-09-03 20:00:00,27.88545,-82.612,20,Opsanus beta,Gulf Toadfish,1,180,180,180,2018-04-12 06:48:23
12328,2323758,TBM2002090404,2002-09-03 20:00:00,27.874783,-82.549967,20,Archosargus probatocephalus,Sheepshead,2,79,74,85,2018-04-12 06:48:23
12329,2323759,TBM2002090405,2002-09-03 20:00:00,27.874667,-82.531517,160,Rhinoptera bonasus,Cownose Ray,19,633,511,735,2018-04-12 06:48:23
12330,2323845,TBM2002100101,2002-09-30 20:00:00,27.907333,-82.645433,160,Hyporhamphus meeki,False Silver Halfbeak,13,213,190,240,2018-04-12 06:50:00
12331,2323846,TBM2002100101,2002-09-30 20:00:00,27.907333,-82.645433,160,Mugil cephalus,Striped Mullet,3,216,132,378,2018-04-12 06:50:00
12332,2323847,TBM2002100102,2002-09-30 20:00:00,27.922383,-82.696683,160,Cynoscion nebulosus,Spotted Seatrout,2,160,158,162,2018-04-12 06:50:00
12333,2323848,TBM2002100201,2002-10-01 20:00:00,27.914517,-82.53325,20,Chilomycterus schoepfii,Striped Burrfish,5,93,78,118,2018-04-12 06:50:00
12334,2323849,TBM2002100203,2002-10-01 20:00:00,27.87885,-82.53345,20,Sphoeroides nephelus,Southern Puffer,2,133,131,135,2018-04-12 06:50:00
12335,2323852,TBM2002100206,2002-10-01 20:00:00,27.873383,-82.600867,160,Centropomus undecimalis,Common Snook,1,446,446,446,2018-04-12 06:50:00
12336,2323853,TBM2002100206,2002-10-01 20:00:00,27.873383,-82.600867,160,Mugil curema,White Mullet,3,129,116,145,2018-04-12 06:50:00
12337,2324028,TBM2002080404,2002-08-01 20:00:00,28.007717,-82.676617,20,Gobiosoma robustum,Code Goby,3,20,20,21,2018-04-12 06:48:15
12338,2324047,TBM2002080901,2002-08-07 20:00:00,27.963333,-82.6882,160,Eucinostomus gula,Silver Jenny,24,76,65,84,2018-04-12 06:48:15
12339,2324048,TBM2002080902,2002-08-07 20:00:00,27.955517,-82.71845,20,Menidia spp.,Menidia Silversides,3,18,15,22,2018-04-12 06:48:15
12340,2324068,TBM2002081305,2002-08-15 20:00:00,27.938017,-82.5574,20,Lagodon rhomboides,Pinfish,1,110,110,110,2018-04-12 06:48:15
12341,2325942,TBM2002101502,2002-10-13 20:00:00,27.9168,-82.6032,300,Synodus foetens,Inshore Lizardfish,1,234,234,234,2018-04-12 06:50:06
12342,2325955,TBM2002101701,2002-10-27 19:00:00,27.876117,-82.59895,300,Limulus polyphemus,Horseshoe Crab,1,200,200,200,2018-04-12 06:50:06
12343,2325956,TBM2002101701,2002-10-27 19:00:00,27.876117,-82.59895,300,Sphoeroides nephelus,Southern Puffer,2,140,140,140,2018-04-12 06:50:06
12344,2325957,TBM2002101704,2002-10-27 19:00:00,27.923483,-82.687517,300,Farfantepenaeus duorarum,Pink Shrimp,6,16,10,20,2018-04-12 06:50:06
12345,2325958,TBM2002101707,2002-10-27 19:00:00,27.944483,-82.551467,300,Eucinostomus harengulus,Tidewater Mojarra,1,91,91,91,2018-04-12 06:50:06
12346,2325959,TBM2002101708,2002-10-27 19:00:00,27.840167,-82.5448,300,Callinectes sapidus,Blue Crab,1,20,20,20,2018-04-12 06:50:06
12347,2325962,TBM2002101805,2002-10-28 19:00:00,27.920517,-82.682717,300,Limulus polyphemus,Horseshoe Crab,1,21,21,21,2018-04-12 06:50:06
12348,2327369,TBM2002101501,2002-10-13 20:00:00,27.845433,-82.587267,300,Eucinostomus spp.,Eucinostomus,2,17,14,20,2018-04-12 06:50:00
12349,2327370,TBM2002101504,2002-10-13 20:00:00,27.97645,-82.579517,300,Achirus lineatus,Lined Sole,2,30,21,40,2018-04-12 06:50:00
12350,2327371,TBM2002101504,2002-10-13 20:00:00,27.97645,-82.579517,300,Microgobius gulosus,Clown Goby,7,18,15,23,2018-04-12 06:50:00
12351,2327377,TBM2002101704,2002-10-27 19:00:00,27.923483,-82.687517,300,Eucinostomus gula,Silver Jenny,1,55,55,55,2018-04-12 06:50:00
12352,2327378,TBM2002101704,2002-10-27 19:00:00,27.923483,-82.687517,300,Menticirrhus americanus,Southern Kingfish,1,48,48,48,2018-04-12 06:50:00
12353,2327379,TBM2002101705,2002-10-27 19:00:00,27.923567,-82.683583,300,Limulus polyphemus,Horseshoe Crab,1,195,195,195,2018-04-12 06:50:00
12354,2327380,TBM2002101706,2002-10-27 19:00:00,27.94545,-82.547533,300,Chilomycterus schoepfii,Striped Burrfish,2,196,110,282,2018-04-12 06:50:00
12355,2327381,TBM2002101709,2002-10-27 19:00:00,27.836933,-82.550017,300,Symphurus plagiusa,Blackcheek Tonguefish,1,128,128,128,2018-04-12 06:50:00
12356,2327384,TBM2002101801,2002-10-28 19:00:00,27.8733,-82.6085,300,Farfantepenaeus duorarum,Pink Shrimp,10,12,6,21,2018-04-12 06:50:00
12357,2327385,TBM2002101801,2002-10-28 19:00:00,27.8733,-82.6085,300,Syngnathus louisianae,Chain Pipefish,11,154,101,192,2018-04-12 06:50:00
12358,2327387,TBM2002101805,2002-10-28 19:00:00,27.920517,-82.682717,300,Prionotus tribulus,Bighead Searobin,1,30,30,30,2018-04-12 06:50:00
12359,2327388,TBM2002101808,2002-10-28 19:00:00,27.8375,-82.544083,300,Trinectes maculatus,Hogchoker,1,109,109,109,2018-04-12 06:50:00
12360,2339653,TBM2002081002,2002-08-07 20:00:00,27.823333,-82.59,20,Microgobius gulosus,Clown Goby,2,19,17,21,2018-04-12 06:47:28
12361,2339654,TBM2002081002,2002-08-07 20:00:00,27.823333,-82.59,20,Synodus foetens,Inshore Lizardfish,5,62,30,98,2018-04-12 06:47:28
12362,2339737,TBM2002090205,2002-09-02 20:00:00,27.9981,-82.660583,20,Eucinostomus gula,Silver Jenny,9,49,42,68,2018-04-12 06:48:30
12363,2339738,TBM2002090205,2002-09-02 20:00:00,27.9981,-82.660583,20,Gobiosoma robustum,Code Goby,1,20,20,20,2018-04-12 06:48:30
12364,2339740,TBM2002090207,2002-09-02 20:00:00,27.98995,-82.61675,20,Cynoscion nebulosus,Spotted Seatrout,11,33,22,50,2018-04-12 06:48:30
12365,2339754,TBM2002090402,2002-09-03 20:00:00,27.88545,-82.612,20,Orthopristis chrysoptera,Pigfish,1,110,110,110,2018-04-12 06:48:30
12366,2339755,TBM2002090402,2002-09-03 20:00:00,27.88545,-82.612,20,Syngnathus louisianae,Chain Pipefish,3,140,91,168,2018-04-12 06:48:30
12367,2339756,TBM2002090404,2002-09-03 20:00:00,27.874783,-82.549967,20,Eucinostomus gula,Silver Jenny,98,55,45,70,2018-04-12 06:48:30
12368,2339757,TBM2002090404,2002-09-03 20:00:00,27.874783,-82.549967,20,Eucinostomus spp.,Eucinostomus,10,32,18,39,2018-04-12 06:48:30
12369,2339928,TBM2002101502,2002-10-13 20:00:00,27.9168,-82.6032,300,Prionotus scitulus,Leopard Searobin,7,128,120,136,2018-04-12 06:48:43
12370,2339929,TBM2002101504,2002-10-13 20:00:00,27.97645,-82.579517,300,Dasyatis sabina,Atlantic Stingray,4,226,179,286,2018-04-12 06:48:43
12371,2339930,TBM2002101504,2002-10-13 20:00:00,27.97645,-82.579517,300,Trinectes maculatus,Hogchoker,3,80,75,85,2018-04-12 06:48:43
12372,2339944,TBM2002101707,2002-10-27 19:00:00,27.944483,-82.551467,300,Anchoa mitchilli,Bay Anchovy,5,39,36,42,2018-04-12 06:48:43
12373,2339945,TBM2002101708,2002-10-27 19:00:00,27.840167,-82.5448,300,Chilomycterus schoepfii,Striped Burrfish,1,130,130,130,2018-04-12 06:48:43
12374,2339946,TBM2002101708,2002-10-27 19:00:00,27.840167,-82.5448,300,Prionotus scitulus,Leopard Searobin,10,29,18,72,2018-04-12 06:48:43
12375,2339947,TBM2002101801,2002-10-28 19:00:00,27.8733,-82.6085,300,Gobiosoma spp.,Gobiosoma Gobies,2,19,19,19,2018-04-12 06:48:43
12376,2339948,TBM2002101804,2002-10-28 19:00:00,27.920317,-82.687083,300,Farfantepenaeus duorarum,Pink Shrimp,10,13,6,20,2018-04-12 06:48:43
12377,2339949,TBM2002101804,2002-10-28 19:00:00,27.920317,-82.687083,300,Menticirrhus americanus,Southern Kingfish,1,48,48,48,2018-04-12 06:48:43
12378,2339950,TBM2002101806,2002-10-28 19:00:00,27.947567,-82.54765,300,Farfantepenaeus duorarum,Pink Shrimp,2,13,13,14,2018-04-12 06:48:43
12379,2339951,TBM2002101806,2002-10-28 19:00:00,27.947567,-82.54765,300,Synodus foetens,Inshore Lizardfish,2,149,80,218,2018-04-12 06:48:43
12380,2339952,TBM2002101807,2002-10-28 19:00:00,27.9464,-82.5518,300,Synodus foetens,Inshore Lizardfish,1,51,51,51,2018-04-12 06:48:43
12381,2339953,TBM2002101808,2002-10-28 19:00:00,27.8375,-82.544083,300,Farfantepenaeus duorarum,Pink Shrimp,1,7,7,7,2018-04-12 06:48:43
12382,2340155,TBM2002101806,2002-10-28 19:00:00,27.947567,-82.54765,300,Eucinostomus spp.,Eucinostomus,2,22,19,25,2018-04-12 06:50:06
12383,2340156,TBM2002101806,2002-10-28 19:00:00,27.947567,-82.54765,300,Prionotus scitulus,Leopard Searobin,2,53,49,58,2018-04-12 06:50:06
12384,2340157,TBM2002101809,2002-10-28 19:00:00,27.835567,-82.546967,300,No fish,.,0,NA,NA,NA,2018-04-12 06:50:06
12385,2340257,TBM2002100101,2002-09-30 20:00:00,27.907333,-82.645433,160,Mugil trichodon,Fantail Mullet,1,129,129,129,2018-04-12 06:48:30
12386,2340259,TBM2002100105,2002-09-30 20:00:00,28.011433,-82.666083,20,Lagodon rhomboides,Pinfish,1,129,129,129,2018-04-12 06:48:30
12387,2340260,TBM2002100201,2002-10-01 20:00:00,27.914517,-82.53325,20,Cynoscion nebulosus,Spotted Seatrout,2,92,90,94,2018-04-12 06:48:30
12388,2340261,TBM2002100201,2002-10-01 20:00:00,27.914517,-82.53325,20,Eucinostomus spp.,Eucinostomus,1,36,36,36,2018-04-12 06:48:30
12389,2340262,TBM2002100201,2002-10-01 20:00:00,27.914517,-82.53325,20,Farfantepenaeus duorarum,Pink Shrimp,1,11,11,11,2018-04-12 06:48:30
12390,2340263,TBM2002100203,2002-10-01 20:00:00,27.87885,-82.53345,20,Cynoscion nebulosus,Spotted Seatrout,1,33,33,33,2018-04-12 06:48:30
12391,2340264,TBM2002100203,2002-10-01 20:00:00,27.87885,-82.53345,20,Farfantepenaeus duorarum,Pink Shrimp,3,8,8,9,2018-04-12 06:48:30
12392,2340268,TBM2002100206,2002-10-01 20:00:00,27.873383,-82.600867,160,Paralichthys albigutta,Gulf Flounder,2,257,192,322,2018-04-12 06:48:30
12393,2340488,TBM2002110602,2002-11-05 19:00:00,27.874717,-82.60445,300,Sciaenops ocellatus,Red Drum,1,14,14,14,2018-04-12 06:50:06
12394,2340489,TBM2002110605,2002-11-05 19:00:00,27.841133,-82.544717,300,Harengula jaguana,Scaled Sardine,1,110,110,110,2018-04-12 06:50:06
12395,2340491,TBM2002110608,2002-11-05 19:00:00,27.846033,-82.590933,20,Syngnathus louisianae,Chain Pipefish,1,128,128,128,2018-04-12 06:50:06
12396,2340507,TBM2002111307,2002-11-07 19:00:00,27.874067,-82.598533,160,Eucinostomus gula,Silver Jenny,93,79,55,104,2018-04-12 06:50:06
12397,2340508,TBM2002111401,2002-11-12 19:00:00,27.999517,-82.642367,20,Gobiosoma robustum,Code Goby,2,23,22,24,2018-04-12 06:50:06
12398,2340509,TBM2002111401,2002-11-12 19:00:00,27.999517,-82.642367,20,Hypsoblennius hentz,Feather Blenny,2,36,32,40,2018-04-12 06:50:06
12399,2340510,TBM2002111401,2002-11-12 19:00:00,27.999517,-82.642367,20,Menippe spp.,Stone Crab,1,28,28,28,2018-04-12 06:50:06
12400,2340511,TBM2002111403,2002-11-12 19:00:00,27.986417,-82.654667,300,Dasyatis sabina,Atlantic Stingray,1,270,270,270,2018-04-12 06:50:06
12401,2340512,TBM2002111403,2002-11-12 19:00:00,27.986417,-82.654667,300,Farfantepenaeus duorarum,Pink Shrimp,10,14,8,19,2018-04-12 06:50:06
12402,2340513,TBM2002111404,2002-11-12 19:00:00,28.004517,-82.6698,300,Opsanus beta,Gulf Toadfish,1,117,117,117,2018-04-12 06:50:06
12403,2340514,TBM2002111404,2002-11-12 19:00:00,28.004517,-82.6698,300,Prionotus tribulus,Bighead Searobin,2,53,45,62,2018-04-12 06:50:06
12404,2340515,TBM2002111406,2002-11-12 19:00:00,27.920533,-82.687767,300,Anchoa mitchilli,Bay Anchovy,19,42,38,45,2018-04-12 06:50:06
12405,2340516,TBM2002111406,2002-11-12 19:00:00,27.920533,-82.687767,300,Cynoscion nebulosus,Spotted Seatrout,1,90,90,90,2018-04-12 06:50:06
12406,2340517,TBM2002111407,2002-11-12 19:00:00,27.9249,-82.68235,300,Prionotus scitulus,Leopard Searobin,1,150,150,150,2018-04-12 06:50:06
12407,2340520,TBM2002111409,2002-11-12 19:00:00,27.9792,-82.682417,20,Anchoa mitchilli,Bay Anchovy,30,34,25,40,2018-04-12 06:50:06
12408,2340531,TBM2002111601,2002-11-20 19:00:00,27.989033,-82.685233,160,Dasyatis sabina,Atlantic Stingray,1,330,330,330,2018-04-12 06:50:06
12409,2340532,TBM2002111607,2002-11-20 19:00:00,27.90115,-82.643267,20,Cynoscion nebulosus,Spotted Seatrout,1,56,56,56,2018-04-12 06:50:06
12410,2340533,TBM2002111607,2002-11-20 19:00:00,27.90115,-82.643267,20,Eucinostomus gula,Silver Jenny,9,45,40,56,2018-04-12 06:50:06
12411,2340539,TBM2002111704,2002-11-20 19:00:00,27.841433,-82.54525,300,Symphurus plagiusa,Blackcheek Tonguefish,1,50,50,50,2018-04-12 06:50:07
12412,2340540,TBM2002111707,2002-11-20 19:00:00,27.838683,-82.55035,300,Farfantepenaeus duorarum,Pink Shrimp,2,9,9,9,2018-04-12 06:50:07
12413,2340541,TBM2002111801,2002-11-21 19:00:00,27.948867,-82.548217,300,Cynoscion nebulosus,Spotted Seatrout,1,110,110,110,2018-04-12 06:50:07
12414,2340542,TBM2002111801,2002-11-21 19:00:00,27.948867,-82.548217,300,Dasyatis sabina,Atlantic Stingray,1,260,260,260,2018-04-12 06:50:07
12415,2340543,TBM2002111802,2002-11-21 19:00:00,27.950917,-82.548233,300,Orthopristis chrysoptera,Pigfish,1,160,160,160,2018-04-12 06:50:07
12416,2340544,TBM2002111802,2002-11-21 19:00:00,27.950917,-82.548233,300,Prionotus scitulus,Leopard Searobin,1,145,145,145,2018-04-12 06:50:07
12417,2340546,TBM2002111808,2002-11-21 19:00:00,27.922967,-82.687717,300,Symphurus plagiusa,Blackcheek Tonguefish,1,38,38,38,2018-04-12 06:50:07
12418,2340547,TBM2002111809,2002-11-21 19:00:00,27.925133,-82.682367,300,Anchoa mitchilli,Bay Anchovy,1,38,38,38,2018-04-12 06:50:07
12419,2340548,TBM2002111811,2002-11-21 19:00:00,27.920067,-82.688217,20,Menidia spp.,Menidia Silversides,1,55,55,55,2018-04-12 06:50:07
12420,2340658,TBM2002110605,2002-11-05 19:00:00,27.841133,-82.544717,300,Orthopristis chrysoptera,Pigfish,1,138,138,138,2018-04-12 06:50:20
12421,2340672,TBM2002111307,2002-11-07 19:00:00,27.874067,-82.598533,160,Bairdiella chrysoura,Silver Perch,5,84,75,95,2018-04-12 06:50:20
12422,2340673,TBM2002111307,2002-11-07 19:00:00,27.874067,-82.598533,160,Centropomus undecimalis,Common Snook,2,526,518,535,2018-04-12 06:50:20
12423,2340674,TBM2002111307,2002-11-07 19:00:00,27.874067,-82.598533,160,Leiostomus xanthurus,Spot,2,175,170,180,2018-04-12 06:50:20
12424,2340675,TBM2002111403,2002-11-12 19:00:00,27.986417,-82.654667,300,Chilomycterus schoepfii,Striped Burrfish,1,135,135,135,2018-04-12 06:50:20
12425,2340676,TBM2002111403,2002-11-12 19:00:00,27.986417,-82.654667,300,Menticirrhus americanus,Southern Kingfish,2,36,30,42,2018-04-12 06:50:20
12426,2340677,TBM2002111405,2002-11-12 19:00:00,27.946467,-82.71855,300,Menticirrhus americanus,Southern Kingfish,13,52,30,96,2018-04-12 06:50:20
12427,2340679,TBM2002111409,2002-11-12 19:00:00,27.9792,-82.682417,20,Chasmodes saburrae,Florida Blenny,1,22,22,22,2018-04-12 06:50:20
12428,2340689,TBM2002111604,2002-11-20 19:00:00,27.923867,-82.531817,20,Gobiosoma spp.,Gobiosoma Gobies,2,17,17,18,2018-04-12 06:50:20
12429,2340690,TBM2002111605,2002-11-20 19:00:00,27.94175,-82.544883,160,Eucinostomus harengulus,Tidewater Mojarra,8,76,69,90,2018-04-12 06:50:20
12430,2340691,TBM2002111607,2002-11-20 19:00:00,27.90115,-82.643267,20,Acanthostracion quadricornis,Scrawled Cowfish,1,40,40,40,2018-04-12 06:50:20
12431,2340692,TBM2002111706,2002-11-20 19:00:00,27.840567,-82.540067,20,Syngnathus louisianae,Chain Pipefish,3,101,84,119,2018-04-12 06:50:20
12432,2340693,TBM2002111706,2002-11-20 19:00:00,27.840567,-82.540067,20,Synodus foetens,Inshore Lizardfish,6,35,27,45,2018-04-12 06:50:20
12433,2340694,TBM2002111708,2002-11-20 19:00:00,27.87375,-82.606933,300,Eucinostomus gula,Silver Jenny,2,56,46,66,2018-04-12 06:50:20
12434,2340695,TBM2002111801,2002-11-21 19:00:00,27.948867,-82.548217,300,Prionotus tribulus,Bighead Searobin,1,32,32,32,2018-04-12 06:50:20
12435,2340696,TBM2002111806,2002-11-21 19:00:00,27.9475,-82.545333,20,Sphoeroides nephelus,Southern Puffer,1,38,38,38,2018-04-12 06:50:20
12436,2340697,TBM2002111808,2002-11-21 19:00:00,27.922967,-82.687717,300,Eucinostomus gula,Silver Jenny,1,72,72,72,2018-04-12 06:50:20
12437,2340698,TBM2002111808,2002-11-21 19:00:00,27.922967,-82.687717,300,Menticirrhus americanus,Southern Kingfish,23,43,26,76,2018-04-12 06:50:20
12438,2340699,TBM2002111809,2002-11-21 19:00:00,27.925133,-82.682367,300,Farfantepenaeus duorarum,Pink Shrimp,4,9,7,13,2018-04-12 06:50:20
12439,2340700,TBM2002111810,2002-11-21 19:00:00,27.924017,-82.6881,20,Syngnathus louisianae,Chain Pipefish,1,106,106,106,2018-04-12 06:50:20
12440,2340793,TBM2002120201,2002-12-01 19:00:00,27.950517,-82.5479,300,Callinectes sapidus,Blue Crab,1,51,51,51,2018-04-12 06:50:20
12441,2340794,TBM2002120201,2002-12-01 19:00:00,27.950517,-82.5479,300,Cynoscion nebulosus,Spotted Seatrout,4,101,82,140,2018-04-12 06:50:20
12442,2340795,TBM2002120203,2002-12-01 19:00:00,27.9494,-82.552883,300,Chilomycterus schoepfii,Striped Burrfish,1,234,234,234,2018-04-12 06:50:20
12443,2340799,TBM2002120209,2002-12-01 19:00:00,27.901517,-82.643933,20,Microgobius gulosus,Clown Goby,4,22,20,25,2018-04-12 06:50:20
12444,2340800,TBM2002120209,2002-12-01 19:00:00,27.901517,-82.643933,20,Syngnathus scovelli,Gulf Pipefish,2,67,61,74,2018-04-12 06:50:20
12445,2340801,TBM2002120214,2002-12-01 19:00:00,27.924767,-82.683267,300,Prionotus tribulus,Bighead Searobin,1,27,27,27,2018-04-12 06:50:20
12446,2341067,TBM2002110602,2002-11-05 19:00:00,27.874717,-82.60445,300,Farfantepenaeus duorarum,Pink Shrimp,18,17,10,26,2018-04-12 06:50:09
12447,2341085,TBM2002111301,2002-11-07 19:00:00,27.865017,-82.538267,160,Archosargus probatocephalus,Sheepshead,8,112,80,142,2018-04-12 06:50:09
12448,2341087,TBM2002111305,2002-11-07 19:00:00,27.876383,-82.597283,20,Eucinostomus gula,Silver Jenny,21,53,44,66,2018-04-12 06:50:09
12449,2341088,TBM2002111305,2002-11-07 19:00:00,27.876383,-82.597283,20,Menidia spp.,Menidia Silversides,4,49,46,51,2018-04-12 06:50:09
12450,2341089,TBM2002111307,2002-11-07 19:00:00,27.874067,-82.598533,160,Lagodon rhomboides,Pinfish,216,133,118,150,2018-04-12 06:50:09
12451,2341090,TBM2002111402,2002-11-12 19:00:00,28.01715,-82.669267,20,Sciaenops ocellatus,Red Drum,4,18,18,19,2018-04-12 06:50:09
12452,2341091,TBM2002111404,2002-11-12 19:00:00,28.004517,-82.6698,300,Gobiesox strumosus,Skilletfish,1,42,42,42,2018-04-12 06:50:09
12453,2341092,TBM2002111405,2002-11-12 19:00:00,27.946467,-82.71855,300,Ariopsis felis,Hardhead Catfish,2,291,237,345,2018-04-12 06:50:09
12454,2341093,TBM2002111407,2002-11-12 19:00:00,27.9249,-82.68235,300,Limulus polyphemus,Horseshoe Crab,4,164,132,215,2018-04-12 06:50:09
12455,2341105,TBM2002111601,2002-11-20 19:00:00,27.989033,-82.685233,160,Sphoeroides nephelus,Southern Puffer,1,146,146,146,2018-04-12 06:52:01
12456,2341107,TBM2002111604,2002-11-20 19:00:00,27.923867,-82.531817,20,Eucinostomus spp.,Eucinostomus,34,26,20,34,2018-04-12 06:52:01
12457,2341108,TBM2002111604,2002-11-20 19:00:00,27.923867,-82.531817,20,Gobiosoma robustum,Code Goby,3,20,20,21,2018-04-12 06:52:01
12458,2341109,TBM2002111604,2002-11-20 19:00:00,27.923867,-82.531817,20,Synodus foetens,Inshore Lizardfish,6,48,31,95,2018-04-12 06:52:01
12459,2341110,TBM2002111605,2002-11-20 19:00:00,27.94175,-82.544883,160,Eucinostomus gula,Silver Jenny,12,70,60,90,2018-04-12 06:52:01
12460,2341111,TBM2002111607,2002-11-20 19:00:00,27.90115,-82.643267,20,Callinectes sapidus,Blue Crab,1,29,29,29,2018-04-12 06:52:01
12461,2341112,TBM2002111607,2002-11-20 19:00:00,27.90115,-82.643267,20,Farfantepenaeus duorarum,Pink Shrimp,6,12,5,22,2018-04-12 06:52:01
12462,2341115,TBM2002111704,2002-11-20 19:00:00,27.841433,-82.54525,300,Gobiosoma robustum,Code Goby,1,18,18,18,2018-04-12 06:52:01
12463,2341116,TBM2002111801,2002-11-21 19:00:00,27.948867,-82.548217,300,Eucinostomus spp.,Eucinostomus,1,19,19,19,2018-04-12 06:52:01
12464,2341117,TBM2002111804,2002-11-21 19:00:00,27.94805,-82.552483,300,Chilomycterus schoepfii,Striped Burrfish,1,115,115,115,2018-04-12 06:52:01
12465,2341118,TBM2002111808,2002-11-21 19:00:00,27.922967,-82.687717,300,Dasyatis sabina,Atlantic Stingray,3,276,266,282,2018-04-12 06:52:01
12466,2341119,TBM2002111809,2002-11-21 19:00:00,27.925133,-82.682367,300,Limulus polyphemus,Horseshoe Crab,1,165,165,165,2018-04-12 06:52:01
12467,2341120,TBM2002111810,2002-11-21 19:00:00,27.924017,-82.6881,20,Synodus foetens,Inshore Lizardfish,1,45,45,45,2018-04-12 06:52:01
12468,2342212,TBM2002110602,2002-11-05 19:00:00,27.874717,-82.60445,300,Gobiosoma spp.,Gobiosoma Gobies,58,16,11,19,2018-04-12 06:50:33
12469,2342213,TBM2002110602,2002-11-05 19:00:00,27.874717,-82.60445,300,Opsanus beta,Gulf Toadfish,10,72,22,167,2018-04-12 06:50:33
12470,2342214,TBM2002110605,2002-11-05 19:00:00,27.841133,-82.544717,300,Chasmodes saburrae,Florida Blenny,1,18,18,18,2018-04-12 06:50:33
12471,2342215,TBM2002110605,2002-11-05 19:00:00,27.841133,-82.544717,300,Dasyatis sabina,Atlantic Stingray,1,288,288,288,2018-04-12 06:50:33
12472,2342216,TBM2002110605,2002-11-05 19:00:00,27.841133,-82.544717,300,Eucinostomus gula,Silver Jenny,3,69,54,77,2018-04-12 06:50:33
12473,2342217,TBM2002110605,2002-11-05 19:00:00,27.841133,-82.544717,300,Farfantepenaeus duorarum,Pink Shrimp,17,12,7,28,2018-04-12 06:50:33
12474,2343389,TBM2003010603,2003-01-14 19:00:00,27.968367,-82.634167,20,Leiostomus xanthurus,Spot,18,14,12,19,2018-04-12 06:52:34
12475,2343390,TBM2003010607,2003-01-14 19:00:00,27.963067,-82.68815,160,Dasyatis sabina,Atlantic Stingray,1,315,315,315,2018-04-12 06:52:34
12476,2343412,TBM2003011307,2003-01-21 19:00:00,27.912167,-82.644033,20,Eucinostomus spp.,Eucinostomus,1,20,20,20,2018-04-12 06:52:34
12477,2343413,TBM2003011307,2003-01-21 19:00:00,27.912167,-82.644033,20,Farfantepenaeus duorarum,Pink Shrimp,1,11,11,11,2018-04-12 06:52:34
12478,2343414,TBM2003011402,2003-01-26 19:00:00,27.951333,-82.548117,300,Syngnathus scovelli,Gulf Pipefish,1,82,82,82,2018-04-12 06:52:34
12479,2343415,TBM2003011403,2003-01-26 19:00:00,27.951067,-82.553767,300,Dasyatis sabina,Atlantic Stingray,3,254,231,290,2018-04-12 06:52:34
12480,2343416,TBM2003011408,2003-01-26 19:00:00,27.87425,-82.60555,300,Gobiosoma robustum,Code Goby,6,23,20,30,2018-04-12 06:52:34
12481,2343417,TBM2003011408,2003-01-26 19:00:00,27.87425,-82.60555,300,Gobiosoma spp.,Gobiosoma Gobies,2,16,14,18,2018-04-12 06:52:34
12482,2343418,TBM2003011408,2003-01-26 19:00:00,27.87425,-82.60555,300,Lagodon rhomboides,Pinfish,2,25,24,26,2018-04-12 06:52:34
